"Timestamp";"age";"gender";"education";"living";"city";"income";"q2_1_waste";"q2_2_eco";"q2_3_energy";"q3_1_lamp";"q3_2_contribution";"q3_3_store";"q3_4_consumption";"q3_5_logic";"q4_1_friends";"q4_2_neighbors";"q4_3_opinion";"q5_1_barriers"
"21.01.2026 17:22";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Иногда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"26.01.2026 13:20";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Редко";"Редко";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Я начинаю считать, но потом всё равно беру то, что привык(ла) покупать";"Немного (10–30%)";"Скорее да";"Слабо важно";"Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"26.01.2026 16:20";"26-28 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Иногда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи/гаджеты довольно часто — они выглядят актуально и показывают мой статус";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Скорее да";"Нейтрально";"Лень / нет времени / забываю;Не верю, что это реально помогает;Просто не думаю об этом"
"28.01.2026 11:37";"29-35 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Иногда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"28.01.2026 22:06";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Это неудобно / нужно искать специальные магазины"
"29.01.2026 8:21";"29-35 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";NA
"29.01.2026 11:20";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Редко";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Согласен/согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю"
"06.02.2026 14:07";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее нет";"Слабо важно";"Это неудобно / нужно искать специальные магазины"
"06.02.2026 14:14";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Скорее нет";"Нейтрально";"Лень / нет времени / забываю"
"06.02.2026 17:05";"18-22 года";"Женский";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Иногда (несколько раз в месяц)";"Иногда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Нейтрально / затрудняюсь ответить";"Нейтрально";"Лень / нет времени / забываю"
"11.02.2026 19:34";"29-35 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Нейтрально / затрудняюсь ответить";"Довольно важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю"
"15.02.2026 16:38";"18-22 года";"Мужской";"Школа";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи/гаджеты довольно часто — они выглядят актуально и показывают мой статус";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Скорее да";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю"
"15.02.2026 16:38";"35+";"Женский";"Высшее (бакалавриат)";"С семьей (с детьми до 18 лет)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Большинство (50–80%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Не верю, что это реально помогает;Это неудобно / нужно искать специальные магазины"
"15.02.2026 16:46";"18-22 года";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Редко";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"15.02.2026 16:48";"29-35 лет";"Женский";"Высшее (бакалавриат)";"Один/одна";"Город среднего размера (100 000–1 млн человек)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Редко";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Немного (10–30%)";"Скорее да";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"15.02.2026 17:09";"23-25 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Иногда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Половина (30–50%)";"Очень вероятно — если все делают, то и я начну";"Довольно важно";NA
"15.02.2026 17:59";"18-22 года";"Мужской";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Скорее нет";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Это неудобно / нужно искать специальные магазины;Просто не думаю об этом"
"15.02.2026 18:12";"18-22 года";"Женский";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"15.02.2026 18:42";"23-25 лет";"Женский";"Школа";"С партнером/партнершей (без детей)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Иногда (несколько раз в месяц)";"Иногда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Не верю, что это реально помогает"
"15.02.2026 18:43";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Скорее да";"Нейтрально";"Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"15.02.2026 18:50";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Редко";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Половина (30–50%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Просто не думаю об этом"
"15.02.2026 18:50";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Очень маловероятно — соседи на меня не влияют";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"15.02.2026 18:57";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я начинаю считать, но потом всё равно беру то, что привык(ла) покупать";"Немного (10–30%)";"Скорее да";"Нейтрально";"Просто не думаю об этом"
"15.02.2026 18:59";"26-28 лет";"Мужской";"Среднее специальное (СПО, колледж)";"С партнером/партнершей (без детей)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"15.02.2026 19:30";"18-22 года";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Редко";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"15.02.2026 19:35";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"С семьей (с детьми до 18 лет)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Редко";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Скорее да";"Слабо важно";"Лень / нет времени / забываю;Не верю, что это реально помогает"
"15.02.2026 19:37";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Нейтрально / затрудняюсь ответить";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Это неудобно / нужно искать специальные магазины"
"15.02.2026 19:41";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Половина (30–50%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"15.02.2026 19:52";"23-25 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Часто (несколько раз в неделю)";"Иногда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Скорее да";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю"
"15.02.2026 20:13";"18-22 года";"Женский";"Школа";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Часто (несколько раз в неделю)";"Часто";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Половина (30–50%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Лень / нет времени / забываю;Не верю, что это реально помогает"
"15.02.2026 20:55";"18-22 года";"Женский";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"15.02.2026 21:10";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Город среднего размера (100 000–1 млн человек)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Нейтрально / затрудняюсь ответить";"Не важно вообще — я выбираю только для себя";"Не верю, что это реально помогает"
"15.02.2026 21:21";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Затрудняюсь ответить / зависит от ситуации";"Я начинаю считать, но потом всё равно беру то, что привык(ла) покупать";"Немного (10–30%)";"Очень маловероятно — соседи на меня не влияют";"Довольно важно";"Лень / нет времени / забываю"
"15.02.2026 22:39";"23-25 лет";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Никогда";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Скорее нет";"Не важно вообще — я выбираю только для себя";"Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины;Просто не думаю об этом"
"15.02.2026 23:12";"26-28 лет";"Женский";"Высшее (бакалавриат)";"В большой семье (с родителями, бабушками/дедушками)";"Маленький город или село";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Постоянно (каждый день)";"Редко";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег"
"15.02.2026 23:33";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Маленький город или село";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Постоянно (каждый день)";"Иногда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Половина (30–50%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Не верю, что это реально помогает"
